City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,year,month,day_of_week,season,aqi_lag_1,aqi_rolling_3d
Bengaluru,2021-10-01,46.33,63.53,,25.56,,,2.17,4.27,14.93,,,,56.4,,2021,10,4,Post-Monsoon,52.6,45.6
Bengaluru,2021-10-02,44.35,71.8,,27.63,,,2.09,4.52,15.06,,,,55.0,,2021,10,5,Post-Monsoon,56.4,50.3
Bengaluru,2021-10-03,36.95,84.09,,30.1,,,2.01,4.79,14.56,,,,76.6,,2021,10,6,Post-Monsoon,55.0,54.7
Bengaluru,2021-10-04,44.79,93.55,,34.66,,,1.58,4.14,16.05,,,,85.4,,2021,10,0,Post-Monsoon,76.6,62.7
Bengaluru,2021-10-05,36.88,99.93,,36.66,,,1.5,4.8,16.37,,,,80.5,,2021,10,1,Post-Monsoon,85.4,72.4
Bengaluru,2021-10-06,43.36,104.32,,34.62,,,0.89,4.71,16.37,,,,101.1,,2021,10,2,Post-Monsoon,80.5,80.8
Bengaluru,2021-10-07,34.78,100.84,,35.77,,,1.03,4.28,21.53,,,,97.1,,2021,10,3,Post-Monsoon,101.1,89.0
Bengaluru,2021-10-08,50.19,78.66,,36.63,,,1.25,4.49,23.61,,,,82.5,,2021,10,4,Post-Monsoon,97.1,92.9
Bengaluru,2021-10-09,45.81,59.73,,35.25,,,1.34,4.7,25.87,,,,79.9,,2021,10,5,Post-Monsoon,82.5,93.6
Bengaluru,2021-10-10,42.55,57.9,,31.24,,,1.58,5.24,24.0,,,,73.9,,2021,10,6,Post-Monsoon,79.9,86.5
Bengaluru,2021-10-11,36.15,81.21,,32.76,,,1.22,6.08,23.11,,,,75.4,,2021,10,0,Post-Monsoon,73.9,78.8
Bengaluru,2021-10-12,39.84,81.48,,30.11,,,1.37,6.14,21.14,,,,85.4,,2021,10,1,Post-Monsoon,75.4,76.4
Bengaluru,2021-10-13,44.89,85.41,,30.64,,,1.09,6.03,22.3,,,,64.8,,2021,10,2,Post-Monsoon,85.4,78.2
Bengaluru,2021-10-14,46.69,69.77,,34.36,,,1.06,5.55,21.36,,,,64.6,,2021,10,3,Post-Monsoon,64.8,75.2
Bengaluru,2021-10-15,50.59,49.68,,36.24,,,0.8,5.55,19.6,,,,82.5,,2021,10,4,Post-Monsoon,64.6,71.6
Bengaluru,2021-10-16,40.13,48.45,,36.26,,,0.67,5.41,21.1,,,,65.4,,2021,10,5,Post-Monsoon,82.5,70.6
Bengaluru,2021-10-17,43.68,71.4,,34.84,,,1.22,5.32,21.51,,,,56.0,,2021,10,6,Post-Monsoon,65.4,70.8
Bengaluru,2021-10-18,43.74,99.78,,31.12,,,1.3,5.08,22.32,,,,61.7,,2021,10,0,Post-Monsoon,56.0,68.0
Bengaluru,2021-10-19,47.18,120.73,,31.58,,,0.88,4.68,23.65,,,,89.3,,2021,10,1,Post-Monsoon,61.7,61.0
Bengaluru,2021-10-20,46.14,109.45,,30.01,,,1.17,4.33,26.2,,,,80.6,,2021,10,2,Post-Monsoon,89.3,69.0
Bengaluru,2021-10-21,51.11,108.3,,33.7,,,0.84,3.99,25.13,,,,91.4,,2021,10,3,Post-Monsoon,80.6,77.2
Bengaluru,2021-10-22,55.38,108.97,,32.21,,,1.24,3.91,22.33,,,,107.1,,2021,10,4,Post-Monsoon,91.4,87.1
Bengaluru,2021-10-23,46.59,116.41,,32.56,,,1.05,4.12,21.44,,,,109.6,,2021,10,5,Post-Monsoon,107.1,93.0
Bengaluru,2021-10-24,42.7,97.82,,30.78,,,0.55,4.36,22.92,,,,93.1,,2021,10,6,Post-Monsoon,109.6,102.7
Bengaluru,2021-10-25,34.99,76.5,,26.65,,,0.59,4.0,28.4,,,,79.2,,2021,10,0,Post-Monsoon,93.1,103.3
Bengaluru,2021-10-26,36.72,85.02,,28.51,,,0.5,4.35,30.67,,,,92.6,,2021,10,1,Post-Monsoon,79.2,94.0
Bengaluru,2021-10-27,28.43,75.29,,28.75,,,0.85,4.17,26.54,,,,100.0,,2021,10,2,Post-Monsoon,92.6,88.3
Bengaluru,2021-10-28,37.57,82.22,,32.0,,,0.82,5.0,23.63,,,,90.2,,2021,10,3,Post-Monsoon,100.0,90.6
Bengaluru,2021-10-29,41.85,85.94,,27.95,,,0.92,4.67,23.65,,,,100.8,,2021,10,4,Post-Monsoon,90.2,94.3
Bengaluru,2021-10-30,32.22,89.8,,31.7,,,0.87,5.72,24.43,,,,97.4,,2021,10,5,Post-Monsoon,100.8,97.0
Bengaluru,2021-10-31,33.96,85.84,,31.65,,,1.1,4.2,24.01,,,,87.6,,2021,10,6,Post-Monsoon,97.4,96.2
Bengaluru,2021-11-01,48.0,78.92,,30.14,,,1.0,5.24,24.16,,,,80.2,,2021,11,0,Post-Monsoon,87.6,95.3
Bengaluru,2021-11-02,50.23,83.1,,27.12,,,0.97,4.83,25.96,,,,81.6,,2021,11,1,Post-Monsoon,80.2,88.4
Bengaluru,2021-11-03,49.26,66.32,,30.56,,,1.18,4.91,29.02,,,,87.4,,2021,11,2,Post-Monsoon,81.6,83.1
Bengaluru,2021-11-04,48.9,86.1,,31.55,,,1.41,4.81,32.61,,,,88.0,,2021,11,3,Post-Monsoon,87.4,83.0
Bengaluru,2021-11-05,38.71,73.06,,31.67,,,1.24,4.84,32.25,,,,91.8,,2021,11,4,Post-Monsoon,88.0,85.7
Bengaluru,2021-11-06,42.22,63.65,,29.98,,,1.11,4.33,29.16,,,,76.6,,2021,11,5,Post-Monsoon,91.8,89.1
Bengaluru,2021-11-07,33.35,67.5,,27.86,,,1.32,3.09,32.58,,,,67.2,,2021,11,6,Post-Monsoon,76.6,85.5
Bengaluru,2021-11-08,36.0,62.12,,32.49,,,1.26,4.47,35.41,,,,64.1,,2021,11,0,Post-Monsoon,67.2,78.6
Bengaluru,2021-11-09,29.98,66.09,,31.91,,,1.18,4.37,33.23,,,,61.6,,2021,11,1,Post-Monsoon,64.1,69.3
Bengaluru,2021-11-10,34.0,62.29,,29.59,,,1.27,3.95,24.54,,,,68.6,,2021,11,2,Post-Monsoon,61.6,64.3
Bengaluru,2021-11-11,44.25,67.28,,23.75,,,1.2,4.07,22.84,,,,63.6,,2021,11,3,Post-Monsoon,68.6,64.8
Bengaluru,2021-11-12,51.73,80.03,,23.81,,,1.13,3.63,24.62,,,,73.2,,2021,11,4,Post-Monsoon,63.6,64.6
Bengaluru,2021-11-13,43.65,84.43,,29.57,,,1.09,4.23,25.04,,,,71.4,,2021,11,5,Post-Monsoon,73.2,68.5
Bengaluru,2021-11-14,48.2,76.09,,28.98,,,1.0,4.29,21.02,,,,74.4,,2021,11,6,Post-Monsoon,71.4,69.4
Bengaluru,2021-11-15,45.2,84.14,,28.1,,,0.94,4.97,30.38,,,,60.9,,2021,11,0,Post-Monsoon,74.4,73.0
Bengaluru,2021-11-16,46.09,89.13,,26.93,,,1.14,5.07,22.28,,,,72.7,,2021,11,1,Post-Monsoon,60.9,68.9
Bengaluru,2021-11-17,29.92,78.2,,31.74,,,1.0,4.7,24.31,,,,88.3,,2021,11,2,Post-Monsoon,72.7,69.3
Bengaluru,2021-11-18,23.19,70.26,,34.56,,,1.02,5.5,21.87,,,,95.0,,2021,11,3,Post-Monsoon,88.3,74.0
Bengaluru,2021-11-19,38.41,82.1,,31.09,,,1.03,5.21,25.95,,,,98.2,,2021,11,4,Post-Monsoon,95.0,85.3
Bengaluru,2021-11-20,43.08,70.16,,33.02,,,1.11,5.05,31.86,,,,75.9,,2021,11,5,Post-Monsoon,98.2,93.8
Bengaluru,2021-11-21,40.88,67.76,,27.52,,,1.36,4.95,23.76,,,,69.8,,2021,11,6,Post-Monsoon,75.9,89.7
Bengaluru,2021-11-22,44.45,75.01,,28.12,,,1.3,4.32,23.25,,,,51.4,,2021,11,0,Post-Monsoon,69.8,81.3
Bengaluru,2021-11-23,49.94,87.94,,28.89,,,1.36,4.57,26.46,,,,69.7,,2021,11,1,Post-Monsoon,51.4,65.7
Bengaluru,2021-11-24,44.98,99.83,,30.0,,,1.12,4.71,28.78,,,,71.1,,2021,11,2,Post-Monsoon,69.7,63.6
Bengaluru,2021-11-25,39.81,86.63,,27.55,,,1.27,5.62,36.18,,,,64.1,,2021,11,3,Post-Monsoon,71.1,64.1
Bengaluru,2021-11-26,40.5,73.35,,26.8,,,1.36,4.92,32.62,,,,73.4,,2021,11,4,Post-Monsoon,64.1,68.3
Bengaluru,2021-11-27,42.86,97.71,,23.68,,,1.37,5.26,27.39,,,,87.3,,2021,11,5,Post-Monsoon,73.4,69.5
Bengaluru,2021-11-28,42.86,88.66,,23.15,,,1.48,4.64,27.5,,,,90.5,,2021,11,6,Post-Monsoon,87.3,74.9
Bengaluru,2021-11-29,37.56,79.72,,28.02,,,1.3,4.1,28.54,,,,83.9,,2021,11,0,Post-Monsoon,90.5,83.7
Bengaluru,2021-11-30,37.61,85.47,,30.3,,,1.12,4.63,28.06,,,,90.7,,2021,11,1,Post-Monsoon,83.9,87.2
Bengaluru,2021-12-01,47.79,76.6,,34.88,,,1.11,4.16,36.97,,,,75.5,,2021,12,2,Winter,90.7,88.4
Bengaluru,2021-12-02,42.51,87.72,,30.13,,,1.17,4.35,31.31,,,,75.0,,2021,12,3,Winter,75.5,83.4
Bengaluru,2021-12-03,49.94,92.24,,34.43,,,1.18,4.59,29.94,,,,81.9,,2021,12,4,Winter,75.0,80.4
Bengaluru,2021-12-04,44.86,87.85,,30.99,,,1.03,4.71,23.76,,,,82.8,,2021,12,5,Winter,81.9,77.4
Bengaluru,2021-12-05,46.44,92.63,,31.04,,,1.08,4.96,26.79,,,,76.4,,2021,12,6,Winter,82.8,79.9
Bengaluru,2021-12-06,48.4,94.98,,33.96,,,1.1,4.33,37.56,,,,77.2,,2021,12,0,Winter,76.4,80.4
Bengaluru,2021-12-07,43.64,96.58,,37.1,,,0.96,5.16,37.87,,,,85.8,,2021,12,1,Winter,77.2,78.8
Bengaluru,2021-12-08,44.58,97.35,,42.07,,,0.89,5.57,38.47,,,,86.0,,2021,12,2,Winter,85.8,79.8
Bengaluru,2021-12-09,46.67,95.75,,40.48,,,0.95,5.96,30.1,,,,82.9,,2021,12,3,Winter,86.0,83.0
Bengaluru,2021-12-10,48.75,103.84,,42.53,,,1.26,5.45,30.91,,,,97.3,,2021,12,4,Winter,82.9,84.9
Bengaluru,2021-12-11,46.46,101.05,,43.72,,,1.28,5.74,33.37,,,,92.3,,2021,12,5,Winter,97.3,88.8
Bengaluru,2021-12-12,42.08,97.66,,44.88,,,1.29,5.39,37.59,,,,83.2,,2021,12,6,Winter,92.3,90.8
Bengaluru,2021-12-13,38.78,94.26,,44.18,,,1.36,5.2,36.5,,,,84.2,,2021,12,0,Winter,83.2,90.9
Bengaluru,2021-12-14,32.51,82.76,,43.62,,,1.37,4.46,33.16,,,,106.2,,2021,12,1,Winter,84.2,86.5
Bengaluru,2021-12-15,54.21,84.25,,41.67,,,1.45,5.17,24.3,,,,82.0,,2021,12,2,Winter,106.2,91.2
Bengaluru,2021-12-16,48.14,91.26,,42.86,,,1.2,5.66,15.48,,,,88.9,,2021,12,3,Winter,82.0,90.8
Bengaluru,2021-12-17,42.78,75.25,,42.21,,,1.15,5.87,18.14,,,,79.2,,2021,12,4,Winter,88.9,92.4
Bengaluru,2021-12-18,41.07,67.6,,37.17,,,1.13,5.75,21.89,,,,64.2,,2021,12,5,Winter,79.2,83.3
Bengaluru,2021-12-19,41.26,56.07,,37.54,,,0.93,6.02,20.92,,,,65.9,,2021,12,6,Winter,64.2,77.4
Bengaluru,2021-12-20,52.63,64.79,,35.33,,,0.99,5.06,32.97,,,,73.3,,2021,12,0,Winter,65.9,69.7
Bengaluru,2021-12-21,51.25,76.55,,36.67,,,1.11,4.87,32.6,,,,74.9,,2021,12,1,Winter,73.3,67.8
Bengaluru,2021-12-22,43.79,91.95,,40.3,,,1.21,4.85,29.09,,,,71.8,,2021,12,2,Winter,74.9,71.4
Bengaluru,2021-12-23,40.42,77.66,,41.87,,,1.04,4.35,19.68,,,,70.3,,2021,12,3,Winter,71.8,73.3
Bengaluru,2021-12-24,42.43,79.79,,36.72,,,1.1,4.28,20.45,,,,73.5,,2021,12,4,Winter,70.3,72.3
Bengaluru,2021-12-25,37.3,82.63,,41.84,,,1.02,4.74,23.79,,,,71.9,,2021,12,5,Winter,73.5,71.9
Bengaluru,2021-12-26,40.11,80.48,,39.18,,,0.91,4.9,20.21,,,,61.0,,2021,12,6,Winter,71.9,71.9
Bengaluru,2021-12-27,32.25,74.58,,39.87,,,1.03,4.74,23.44,,,,47.7,,2021,12,0,Winter,61.0,68.8
Bengaluru,2021-12-28,42.66,86.78,,35.61,,,0.96,5.13,25.83,,,,49.7,,2021,12,1,Winter,47.7,60.2
Bengaluru,2021-12-29,32.58,85.27,,36.4,,,0.88,5.08,25.13,,,,62.7,,2021,12,2,Winter,49.7,52.8
Bengaluru,2021-12-30,38.06,88.76,,34.68,,,0.83,5.64,28.69,,,,79.0,,2021,12,3,Winter,62.7,53.4
Bengaluru,2021-12-31,45.24,87.98,,34.14,,,0.77,5.95,24.41,,,,75.9,,2021,12,4,Winter,79.0,63.8
Bengaluru,2022-01-01,49.75,92.61,,32.63,,,0.7,5.82,27.28,,,,86.7,,2022,1,5,Winter,75.9,72.5
Bengaluru,2022-01-02,41.62,104.16,,37.74,,,0.7,7.15,31.45,,,,78.1,,2022,1,6,Winter,86.7,80.6
Bengaluru,2022-01-03,41.24,106.76,,43.84,,,0.77,5.99,35.4,,,,74.1,,2022,1,0,Winter,78.1,80.2
Bengaluru,2022-01-04,45.73,99.99,,42.74,,,0.68,5.9,38.57,,,,78.7,,2022,1,1,Winter,74.1,79.6
Bengaluru,2022-01-05,44.56,95.56,,43.78,,,0.92,7.97,44.75,,,,70.5,,2022,1,2,Winter,78.7,77.0
Bengaluru,2022-01-06,46.05,90.11,,38.36,,,1.42,6.89,48.58,,,,76.7,,2022,1,3,Winter,70.5,74.5
Bengaluru,2022-01-07,39.84,92.84,,40.87,,,0.76,7.12,43.49,,,,78.9,,2022,1,4,Winter,76.7,75.3
Bengaluru,2022-01-08,43.27,77.86,,39.74,,,1.17,7.04,45.46,,,,80.0,,2022,1,5,Winter,78.9,75.4
Bengaluru,2022-01-09,39.84,70.12,,38.21,,,1.61,7.85,46.81,,,,76.7,,2022,1,6,Winter,80.0,78.6
Bengaluru,2022-01-10,43.92,77.34,,39.31,,,1.17,9.25,52.65,,,,71.3,,2022,1,0,Winter,76.7,78.6
Bengaluru,2022-01-11,50.58,76.12,,42.45,,,0.74,7.73,50.71,,,,81.2,,2022,1,1,Winter,71.3,76.0
Bengaluru,2022-01-12,45.71,74.69,,42.2,,,1.09,7.4,52.45,,,,75.7,,2022,1,2,Winter,81.2,76.4
Bengaluru,2022-01-13,53.99,85.73,,41.16,,,1.06,5.64,48.29,,,,85.5,,2022,1,3,Winter,75.7,76.1
Bengaluru,2022-01-14,53.47,83.16,,42.25,,,1.61,6.81,50.62,,,,89.5,,2022,1,4,Winter,85.5,80.8
Bengaluru,2022-01-15,50.11,89.53,,45.42,,,1.33,5.34,44.06,,,,88.9,,2022,1,5,Winter,89.5,83.5
Bengaluru,2022-01-16,52.89,86.82,,35.14,,,1.56,5.32,45.19,,,,88.5,,2022,1,6,Winter,88.9,88.0
Bengaluru,2022-01-17,49.6,83.17,,39.5,,,2.15,5.08,47.3,,,,78.4,,2022,1,0,Winter,88.5,89.0
Bengaluru,2022-01-18,46.06,89.05,,39.78,,,1.89,6.89,43.32,,,,94.2,,2022,1,1,Winter,78.4,85.3
Bengaluru,2022-01-19,46.56,98.85,,38.7,,,1.76,7.31,35.96,,,,108.2,,2022,1,2,Winter,94.2,87.1
Bengaluru,2022-01-20,52.15,97.12,,36.33,,,1.61,7.56,40.42,,,,101.4,,2022,1,3,Winter,108.2,93.6
Bengaluru,2022-01-21,52.46,108.82,,40.46,,,1.92,6.32,48.61,,,,125.3,,2022,1,4,Winter,101.4,101.3
Bengaluru,2022-01-22,44.43,105.2,,32.95,,,1.47,6.93,53.85,,,,106.8,,2022,1,5,Winter,125.3,111.6
Bengaluru,2022-01-23,36.82,97.88,,28.44,,,0.69,7.53,49.45,,,,82.7,,2022,1,6,Winter,106.8,111.2
Bengaluru,2022-01-24,38.99,110.68,,34.62,,,0.87,6.48,47.8,,,,93.3,,2022,1,0,Winter,82.7,104.9
Bengaluru,2022-01-25,35.96,111.69,,28.24,,,0.84,6.04,49.26,,,,96.3,,2022,1,1,Winter,93.3,94.3
Bengaluru,2022-01-26,33.83,101.38,,33.94,,,0.79,6.31,45.62,,,,99.9,,2022,1,2,Winter,96.3,90.8
Bengaluru,2022-01-27,36.21,100.91,,44.34,,,0.35,5.12,48.46,,,,90.8,,2022,1,3,Winter,99.9,96.5
Bengaluru,2022-01-28,38.6,95.79,,42.85,,,0.92,7.41,50.63,,,,77.6,,2022,1,4,Winter,90.8,95.7
Bengaluru,2022-01-29,35.31,75.31,,38.83,,,1.16,8.04,46.33,,,,73.5,,2022,1,5,Winter,77.6,89.4
Bengaluru,2022-01-30,35.13,83.15,,41.56,,,1.25,5.86,48.29,,,,70.7,,2022,1,6,Winter,73.5,80.7
Bengaluru,2022-01-31,42.22,109.24,,41.57,,,1.01,6.67,47.72,,,,85.4,,2022,1,0,Winter,70.7,74.0
Bengaluru,2022-02-01,44.15,97.05,,41.33,,,1.52,7.42,49.41,,,,84.3,,2022,2,1,Winter,85.4,76.6
Bengaluru,2022-02-02,47.9,101.51,,36.93,,,0.93,7.08,45.43,,,,88.6,,2022,2,2,Winter,84.3,80.2
Bengaluru,2022-02-03,48.3,90.4,,41.43,,,0.73,7.05,39.95,,,,84.6,,2022,2,3,Winter,88.6,86.1
Bengaluru,2022-02-04,45.22,95.6,,39.15,,,0.8,5.18,40.32,,,,90.2,,2022,2,4,Winter,84.6,85.8
Bengaluru,2022-02-05,40.82,111.05,,30.9,,,0.9,6.18,43.05,,,,94.8,,2022,2,5,Winter,90.2,87.8
Bengaluru,2022-02-06,46.22,101.39,,28.53,,,1.04,6.9,42.79,,,,103.2,,2022,2,6,Winter,94.8,89.9
Bengaluru,2022-02-07,41.23,107.34,,29.93,,,1.3,6.43,38.36,,,,94.3,,2022,2,0,Winter,103.2,96.1
Bengaluru,2022-02-08,48.7,113.99,,32.78,,,1.23,6.39,44.59,,,,96.0,,2022,2,1,Winter,94.3,97.4
Bengaluru,2022-02-09,48.53,120.78,,32.01,,,0.4,7.3,49.51,,,,98.1,,2022,2,2,Winter,96.0,97.9
Bengaluru,2022-02-10,46.28,96.25,,32.69,,,0.44,6.04,47.07,,,,101.2,,2022,2,3,Winter,98.1,96.2
Bengaluru,2022-02-11,46.85,101.26,,30.78,,,2.01,5.33,43.58,,,,110.4,,2022,2,4,Winter,101.2,98.5
Bengaluru,2022-02-12,43.92,98.74,,36.41,,,1.76,6.25,41.19,,,,101.3,,2022,2,5,Winter,110.4,103.2
Bengaluru,2022-02-13,44.63,105.58,,36.15,,,2.72,6.38,42.09,,,,101.3,,2022,2,6,Winter,101.3,104.3
Bengaluru,2022-02-14,38.01,79.31,,38.48,,,2.01,6.11,43.47,,,,88.9,,2022,2,0,Winter,101.3,104.4
Bengaluru,2022-02-15,45.61,88.13,,35.82,,,1.75,6.72,45.26,,,,81.2,,2022,2,1,Winter,88.9,97.2
Bengaluru,2022-02-16,42.55,93.85,,36.89,,,1.54,6.74,38.89,,,,79.1,,2022,2,2,Winter,81.2,90.5
Bengaluru,2022-02-17,47.06,93.93,,36.63,,,1.12,7.12,35.69,,,,80.0,,2022,2,3,Winter,79.1,83.0
Bengaluru,2022-02-18,44.24,87.6,,36.72,,,1.3,7.02,39.5,,,,94.0,,2022,2,4,Winter,80.0,80.1
Bengaluru,2022-02-19,41.78,92.5,,34.47,,,1.0,5.83,38.25,,,,92.6,,2022,2,5,Winter,94.0,84.3
Bengaluru,2022-02-20,52.28,86.2,,33.35,,,1.43,5.62,39.81,,,,97.2,,2022,2,6,Winter,92.6,88.9
Bengaluru,2022-02-21,38.9,69.03,,33.41,,,0.5,6.47,31.61,,,,87.7,,2022,2,0,Winter,97.2,94.6
Bengaluru,2022-02-22,42.21,70.24,,31.66,,,0.97,5.55,33.88,,,,81.9,,2022,2,1,Winter,87.7,92.5
Bengaluru,2022-02-23,30.43,73.25,,30.0,,,0.86,5.46,39.89,,,,60.6,,2022,2,2,Winter,81.9,89.0
Bengaluru,2022-02-24,35.81,88.7,,39.87,,,1.34,5.24,35.51,,,,49.2,,2022,2,3,Winter,60.6,76.8
Bengaluru,2022-02-25,42.91,93.36,,43.79,,,1.78,4.46,44.37,,,,66.5,,2022,2,4,Winter,49.2,63.9
Bengaluru,2022-02-26,43.7,93.67,,35.17,,,1.29,5.74,44.55,,,,61.1,,2022,2,5,Winter,66.5,58.8
Bengaluru,2022-02-27,37.66,107.47,,34.06,,,1.32,6.64,37.18,,,,82.5,,2022,2,6,Winter,61.1,58.9
Bengaluru,2022-02-28,37.66,112.28,,35.78,,,1.54,5.25,46.5,,,,93.9,,2022,2,0,Winter,82.5,70.0
Bengaluru,2022-03-01,39.77,119.53,,34.29,,,0.98,5.28,47.49,,,,107.6,,2022,3,1,Summer,93.9,79.1
Bengaluru,2022-03-02,36.98,127.4,,32.53,,,1.44,4.77,46.21,,,,116.5,,2022,3,2,Summer,107.6,94.7
Bengaluru,2022-03-03,38.08,119.07,,32.91,,,0.56,5.01,42.31,,,,120.2,,2022,3,3,Summer,116.5,106.0
Bengaluru,2022-03-04,39.65,109.45,,28.34,,,0.0,4.49,43.52,,,,106.7,,2022,3,4,Summer,120.2,114.8
Bengaluru,2022-03-05,34.94,104.39,,29.01,,,0.0,5.58,47.65,,,,109.4,,2022,3,5,Summer,106.7,114.5
Bengaluru,2022-03-06,32.89,103.55,,27.31,,,0.97,5.34,48.29,,,,107.0,,2022,3,6,Summer,109.4,112.1
Bengaluru,2022-03-07,34.68,90.67,,27.69,,,0.44,5.84,43.9,,,,97.8,,2022,3,0,Summer,107.0,107.7
Bengaluru,2022-03-08,32.87,88.56,,27.38,,,0.32,4.89,47.53,,,,80.1,,2022,3,1,Summer,97.8,104.7
Bengaluru,2022-03-09,28.4,88.66,,30.18,,,0.43,4.85,47.45,,,,66.0,,2022,3,2,Summer,80.1,95.0
Bengaluru,2022-03-10,36.72,97.9,,29.03,,,0.25,5.42,51.4,,,,76.1,,2022,3,3,Summer,66.0,81.3
Bengaluru,2022-03-11,37.67,100.26,,29.08,,,0.15,5.89,47.0,,,,90.0,,2022,3,4,Summer,76.1,74.1
Bengaluru,2022-03-12,35.65,107.18,,32.95,,,0.74,5.26,41.39,,,,98.6,,2022,3,5,Summer,90.0,77.4
Bengaluru,2022-03-13,38.6,107.81,,29.39,,,1.06,4.23,34.39,,,,95.5,,2022,3,6,Summer,98.6,88.3
Bengaluru,2022-03-14,45.74,108.62,,34.64,,,0.84,5.02,38.85,,,,96.0,,2022,3,0,Summer,95.5,94.7
Bengaluru,2022-03-15,36.85,98.89,,31.54,,,0.98,4.03,40.74,,,,79.8,,2022,3,1,Summer,96.0,96.7
Bengaluru,2022-03-16,41.73,107.56,,31.57,,,1.28,4.23,45.38,,,,89.1,,2022,3,2,Summer,79.8,90.4
Bengaluru,2022-03-17,38.31,109.22,,34.11,,,2.07,4.22,43.96,,,,93.0,,2022,3,3,Summer,89.1,88.3
Bengaluru,2022-03-18,36.9,109.82,,28.13,,,1.33,4.25,45.47,,,,103.3,,2022,3,4,Summer,93.0,87.3
Bengaluru,2022-03-19,41.81,83.76,,33.23,,,0.93,4.53,45.22,,,,93.5,,2022,3,5,Summer,103.3,95.1
Bengaluru,2022-03-20,37.96,90.09,,29.66,,,0.72,4.37,39.21,,,,89.7,,2022,3,6,Summer,93.5,96.6
Bengaluru,2022-03-21,43.42,100.03,,31.89,,,0.67,4.77,44.98,,,,79.0,,2022,3,0,Summer,89.7,95.5
Bengaluru,2022-03-22,39.0,93.09,,34.01,,,1.04,5.33,49.58,,,,73.9,,2022,3,1,Summer,79.0,87.4
Bengaluru,2022-03-23,42.82,96.17,,34.79,,,0.93,5.18,50.62,,,,86.0,,2022,3,2,Summer,73.9,80.9
Bengaluru,2022-03-24,39.86,98.76,,30.35,,,1.1,3.91,51.54,,,,89.2,,2022,3,3,Summer,86.0,79.6
Bengaluru,2022-03-25,31.06,97.82,,24.45,,,0.7,4.98,54.53,,,,96.3,,2022,3,4,Summer,89.2,83.0
Bengaluru,2022-03-26,29.72,87.18,,26.44,,,0.87,4.45,48.75,,,,74.9,,2022,3,5,Summer,96.3,90.5
Bengaluru,2022-03-27,21.71,92.58,,25.37,,,1.22,4.25,51.1,,,,76.1,,2022,3,6,Summer,74.9,86.8
Bengaluru,2022-03-28,27.89,101.51,,23.45,,,1.42,4.64,52.12,,,,66.7,,2022,3,0,Summer,76.1,82.4
Bengaluru,2022-03-29,29.65,94.83,,25.98,,,1.92,5.02,48.45,,,,70.2,,2022,3,1,Summer,66.7,72.6
Bengaluru,2022-03-30,41.05,101.13,,30.66,,,1.21,5.17,42.98,,,,66.1,,2022,3,2,Summer,70.2,71.0
Bengaluru,2022-03-31,45.84,113.3,,35.21,,,1.65,5.55,42.2,,,,71.2,,2022,3,3,Summer,66.1,67.7
Bengaluru,2022-04-01,45.96,109.25,,31.17,,,1.68,5.81,53.13,,,,92.4,,2022,4,4,Summer,71.2,69.2
Bengaluru,2022-04-02,43.74,108.69,,29.07,,,1.84,5.04,45.48,,,,103.0,,2022,4,5,Summer,92.4,76.6
Bengaluru,2022-04-03,35.03,102.35,,23.82,,,1.62,5.48,39.51,,,,102.0,,2022,4,6,Summer,103.0,88.9
Bengaluru,2022-04-04,32.96,107.07,,23.46,,,1.12,5.77,42.14,,,,96.1,,2022,4,0,Summer,102.0,99.1
Bengaluru,2022-04-05,37.61,118.62,,20.92,,,0.28,6.59,40.87,,,,92.7,,2022,4,1,Summer,96.1,100.4
Bengaluru,2022-04-06,31.39,91.38,,22.76,,,0.81,5.93,49.34,,,,90.6,,2022,4,2,Summer,92.7,96.9
Bengaluru,2022-04-07,35.76,89.81,,19.37,,,0.75,6.68,46.82,,,,85.3,,2022,4,3,Summer,90.6,93.1
Bengaluru,2022-04-08,32.03,85.08,,21.56,,,0.58,6.5,47.4,,,,90.4,,2022,4,4,Summer,85.3,89.5
Bengaluru,2022-04-09,34.49,106.08,,24.73,,,0.22,6.98,52.4,,,,92.0,,2022,4,5,Summer,90.4,88.8
Bengaluru,2022-04-10,31.71,99.4,,26.12,,,0.21,6.7,55.54,,,,85.9,,2022,4,6,Summer,92.0,89.2
Bengaluru,2022-04-11,34.12,92.53,,24.33,,,0.16,6.91,65.06,,,,70.3,,2022,4,0,Summer,85.9,89.4
Bengaluru,2022-04-12,32.28,95.24,,25.46,,,0.55,6.24,63.68,,,,74.6,,2022,4,1,Summer,70.3,82.7
Bengaluru,2022-04-13,39.42,102.01,,27.03,,,0.8,5.0,59.28,,,,73.4,,2022,4,2,Summer,74.6,76.9
Bengaluru,2022-04-14,39.73,91.73,,27.42,,,1.71,4.1,53.48,,,,78.8,,2022,4,3,Summer,73.4,72.8
Bengaluru,2022-04-15,41.75,84.69,,28.24,,,2.19,3.37,54.2,,,,73.0,,2022,4,4,Summer,78.8,75.6
Bengaluru,2022-04-16,37.48,92.33,,24.02,,,1.76,3.19,47.24,,,,91.6,,2022,4,5,Summer,73.0,75.1
Bengaluru,2022-04-17,33.59,97.54,,23.56,,,1.58,2.85,52.39,,,,88.6,,2022,4,6,Summer,91.6,81.2
